name,office_full,party_full,state,district,candidate_id
BERRYHILL CLARE L,House,REPUBLICAN PARTY,CA,15,H0CA15072
PATTERAKIS CHRIS G,House,REPUBLICAN PARTY,CA,15,H0CA15080
SHIMP ROY,House,LIBERTARIAN PARTY,CA,15,H0CA15098
PEACOCK WILLIAM E,House,DEMOCRATIC PARTY,CA,15,H0CA15114
PARKER ROBIN N,House,DEMOCRATIC PARTY,CA,15,H0CA15122
CUNNEEN JAMES F,House,REPUBLICAN PARTY,CA,15,H0CA15130
HONDA MIKE,House,DEMOCRATIC PARTY,CA,17,H0CA15148
MEAD DALE CARLTON,House,REPUBLICAN PARTY,CA,15,H0CA15155
SIMITIAN S JOSEPH,House,DEMOCRATIC PARTY,CA,16,H0CA15171
BARICH DON,House,REPUBLICAN PARTY,CA,15,H0CA15189
KIRKLAND SCOTT SPENCER,House,REPUBLICAN PARTY,CA,15,H0CA15205
WAHAB AISHA,House,DEMOCRATIC PARTY,CA,15,H0CA15213
WIECKOWSKI ROBERT,House,DEMOCRATIC PARTY,CA,15,H0CA15221
INTAL AUSTIN,House,DEMOCRATIC PARTY,CA,15,H0CA15254
SHARMA NISHA,House,REPUBLICAN PARTY,CA,11,H0CA15262
ROTH WALLACE A. (JACK),House,REPUBLICAN PARTY,CA,16,H0CA16013
BOWERS KENTON H,House,LIBERTARIAN PARTY,CA,16,H0CA16021
MAURO JEFF,House,AMERICAN INDEPENDENT PARTY,CA,16,H0CA16039
REISS JERRY M,House,REPUBLICAN PARTY,CA,16,H0CA16047
GONZALEZ EDWARD M,House,LIBERTARIAN PARTY,CA,16,H0CA16096
WILLIAMS KIM,House,DEMOCRATIC PARTY,CA,16,H0CA16112
COOKINGHAM KEVIN,House,REPUBLICAN PARTY,CA,16,H0CA16120
SORIA ESMERALDA,House,DEMOCRATIC PARTY,CA,16,H0CA16138
"JOHNSON WILLARD H. ""BILL""",House,DEMOCRATIC PARTY,CA,17,H0CA17011
CREIGHTON DAVID LYONS,House,DEMOCRATIC PARTY,CA,17,H0CA17029
NAHIGIAN ARCHIE H JR,House,DEMOCRATIC PARTY,CA,17,H0CA17052
WHITMORE DEBRA ANN,House,DEMOCRATIC PARTY,CA,17,H0CA17060
ENGLER CLINT,House,REPUBLICAN PARTY,CA,17,H0CA17078
GROSSMAN JOSEPH LEON,House,DEMOCRATIC PARTY,CA,17,H0CA17086
ARNOLD GARY RICHARD,House,REPUBLICAN PARTY,CA,17,H0CA17110
KABAT RONALD P.,House,NO PARTY AFFILIATION,CA,20,H0CA17185
TANDON RITESH,House,DEMOCRATIC PARTY,CA,17,H0CA17193
"TIMMERMANS MARY ""PAT""",House,DEMOCRATIC PARTY,CA,18,H0CA18027
WILSON STEVEN R,House,REPUBLICAN PARTY,CA,18,H0CA18043
BERRYHILL MICHAEL CLARE SR,House,REPUBLICAN PARTY,CA,18,H0CA18050
KUMAR RISHI,House,DEMOCRATIC PARTY,CA,16,H0CA18068
FOX DR. RICHARD B,House,REPUBLICAN PARTY,CA,18,H0CA18084
FERGUSON ANITA PEREZ,House,DEMOCRATIC PARTY,CA,23,H0CA19033
MCCONNELL MICHAEL WILLIAM,House,DEMOCRATIC PARTY,CA,19,H0CA19041
LORENZ MELINDA A,House,UNKNOWN,CA,22,H0CA19074
HERNANDEZ JOHN STEPHEN,House,DEMOCRATIC PARTY,CA,21,H0CA19082
ROSENBERG DANIEL J,House,DEMOCRATIC PARTY,CA,19,H0CA19090
MARSDEN LES,House,WRITE-IN,CA,19,H0CA19124
GOODWIN LORAINE,House,DEMOCRATIC PARTY,CA,16,H0CA19132
PATTERSON NORWOOD JAMES JR,House,REPUBLICAN PARTY,CA,19,H0CA19140
DENHAM JEFF,House,REPUBLICAN PARTY,CA,10,H0CA19173
WESTERLUND LARRY,House,REPUBLICAN PARTY,CA,19,H0CA19181
TORRES IVAN,House,DEMOCRATIC PARTY,CA,19,H0CA19207
MILLER MATTHEW W,House,DEMOCRATIC PARTY,CA,20,H0CA20015
THOMAS MICHAEL ALAN,House,DEMOCRATIC PARTY,CA,22,H0CA20031
GREGORY RODNEY EVERETT,House,REPUBLICAN PARTY,CA,20,H0CA20049
RODRIGUEZ RICH,House,REPUBLICAN PARTY,CA,20,H0CA20064
MILLER JOSHUA THOMAS COULSTON,House,REPUBLICAN PARTY,CA,20,H0CA20080
VIDAK JAMES ANDREW,House,REPUBLICAN PARTY,CA,20,H0CA20098
QUINTANAR SERAFIN,House,REPUBLICAN PARTY,CA,20,H0CA20106
LAKE RICHARD DAVID GEORGE,House,REPUBLICAN PARTY,CA,20,H0CA20114
GORMAN JEFF,House,REPUBLICAN PARTY,CA,19,H0CA20122
BOLA?OS SCOW ADAM,House,DEMOCRATIC PARTY,CA,20,H0CA20130
FREIMAN RICHARD DAVID,House,DEMOCRATIC PARTY,CA,21,H0CA21054
O'DONNELL PIERCE HENRY,House,DEMOCRATIC PARTY,CA,22,H0CA22011
SUSEL WILLIAM VICTOR (BILL),House,LIBERTARIAN PARTY,CA,22,H0CA22029
BAYER DAVID,House,DEMOCRATIC PARTY,CA,22,H0CA22037
ROWE ERNEST ALLEN,House,REPUBLICAN PARTY,CA,22,H0CA22060
REZVANI SARABI AMIR DARYOUSH,House,DEMOCRATIC PARTY,CA,22,H0CA22094
ARBALLO PHIL,House,DEMOCRATIC PARTY,CA,13,H0CA22102
GARCIA ERIC,House,DEMOCRATIC PARTY,CA,22,H0CA22110
WINCKLER ROBERT MITCHELL PATRICK,House,REPUBLICAN PARTY,CA,23,H0CA23019
CASE MICHAEL W,House,DEMOCRATIC PARTY,CA,23,H0CA23050
GOLDBERG ALBERT MAXWELL,House,DEMOCRATIC PARTY,CA,33,H0CA23068
SAVITCH CARY BRUCE,House,REFORM PARTY,CA,23,H0CA23084
STOCKDALE DAVID R,House,REPUBLICAN PARTY,CA,23,H0CA23092
DAVIDSON JOHN,House,REPUBLICAN PARTY,CA,23,H0CA23100
WATSON THOMAS C,House,REPUBLICAN PARTY,CA,23,H0CA23118
VANDEVENTER CLARK,House,REPUBLICAN PARTY,CA,23,H0CA23126
HAGER JOHN VICTOR,House,INDEPENDENT,CA,23,H0CA23159
MANGONE KIM,House,DEMOCRATIC PARTY,CA,23,H0CA23167
SMILOWITZ JACK,House,AMERICAN INDEPENDENT PARTY,CA,24,H0CA24017
LEHMAN ROBERT E,House,LIBERTARIAN PARTY,CA,24,H0CA24033
ZERG JEROME,House,REPUBLICAN PARTY,CA,24,H0CA24041
DOYLE JERRY,House,REPUBLICAN PARTY,CA,24,H0CA24082
STERN SHAWN,House,DEMOCRATIC PARTY,CA,24,H0CA24108
ALLISON TIMOTHY JAMES,House,DEMOCRATIC PARTY,CA,24,H0CA24116
PANEC MARIE,House,DEMOCRATIC PARTY,CA,24,H0CA24124
CALDWELL JAMES ANDREW,House,REPUBLICAN PARTY,CA,24,H0CA24157
MITCHELL WILLIAM DEAN,House,LIBERTARIAN PARTY,CA,25,H0CA25014
FERRARO RICHARD EDWARD JR,House,REPUBLICAN PARTY,CA,25,H0CA25022
JUSTICE ALEXANDER SWIFT,House,REPUBLICAN PARTY,CA,25,H0CA25030
VALLADARES SUZETTE MARTINEZ,House,REPUBLICAN PARTY,CA,25,H0CA25097
GARCIA MICHAEL,House,REPUBLICAN PARTY,CA,27,H0CA25105
UNDERWOOD JACOBS ANGELA,House,REPUBLICAN PARTY,CA,25,H0CA25113
CRIPE MARK,House,REPUBLICAN PARTY,CA,25,H0CA25121
PAPADOPOULOS GEORGE,House,REPUBLICAN PARTY,CA,25,H0CA25147
SMITH CHRISTY,House,DEMOCRATIC PARTY,CA,27,H0CA25154
LACKEY COURTNEY,House,REPUBLICAN PARTY,CA,25,H0CA25204
VALDEZ-ORTEGA ANIBAL MR.,House,DEMOCRATIC PARTY,CA,25,H0CA25212
LOZANO DAVID,House,REPUBLICAN PARTY,CA,25,H0CA25220
COOPER ROBERT,House,DEMOCRATIC PARTY,CA,25,H0CA25238
LISONI JOSEPH LOUIS,House,DEMOCRATIC PARTY,CA,26,H0CA26012
WAGENER WILLIAM J (B J),House,LIBERTARIAN PARTY,CA,26,H0CA26020
FORSCH GARY E,House,REPUBLICAN PARTY,CA,26,H0CA26038
DAHLSON ROY,House,REPUBLICAN PARTY,CA,26,H0CA26046
MILLER DAVID LAWRENCE,House,REPUBLICAN PARTY,CA,32,H0CA26087
BROWN ROBERT,House,NONE,CA,26,H0CA26111
GOLDEN CRYSTAL MARIE,House,REPUBLICAN PARTY,CA,26,H0CA26129
SALAS ROBERT LAMBERT MR.,House,DEMOCRATIC PARTY,CA,26,H0CA26137
KENNEDY RONDA,House,REPUBLICAN PARTY,CA,30,H0CA26145
DUBIN GARY VICTOR,House,DEMOCRATIC PARTY,CA,27,H0CA27010
ALKIRE DAVID,House,DEMOCRATIC PARTY,CA,27,H0CA27028
MICHAEL ELIZABETH,House,LIBERTARIAN PARTY,CA,27,H0CA27044
COHEN DAVID BARRETT,House,REPUBLICAN PARTY,CA,27,H0CA27051
YEAGER HANS,House,REPUBLICAN PARTY,CA,27,H0CA27069
REED SR. MARK STEVEN SR.,House,REPUBLICAN PARTY,CA,30,H0CA27101
NALBANDIAN JOHNNY,House,REPUBLICAN PARTY,CA,30,H0CA27127
DECKER MARK ALLEN,House,REPUBLICAN PARTY,CA,28,H0CA28042
FROYD ERIK MERLIN,House,REPUBLICAN PARTY,CA,28,H0CA28091
WORMAN JENNY,House,REPUBLICAN PARTY,CA,28,H0CA28109
VALDEZ RICHARD,House,DEMOCRATIC PARTY,CA,29,H0CA28117
BARBOSA JENNIFER,House,INDEPENDENT,CA,28,H0CA28141
PUDLO G MAEBE,House,DEMOCRATIC PARTY,CA,30,H0CA28174
EARLY ERIC,House,REPUBLICAN PARTY,CA,28,H0CA28182
COLBERT JOHN,House,REPUBLICAN PARTY,CA,29,H0CA29099
GUZIK MICHAEL R,House,DEMOCRATIC PARTY,CA,29,H0CA29131
PLATTEN JOHN ARTHUR,House,REPUBLICAN PARTY,CA,30,H0CA30014
RICHELIEU OWEN HESSE III,House,REPUBLICAN PARTY,CA,30,H0CA30030
DAVID ARI,House,REPUBLICAN PARTY,CA,30,H0CA30063
FLUTIE ROBERT A MR,House,REPUBLICAN PARTY,CA,30,H0CA30071
BENNING DAVID,House,REPUBLICAN PARTY,CA,30,H0CA30089
KOLSKI CHRIS,House,REPUBLICAN PARTY,CA,30,H0CA30097
WILKERSON CHARLES EDWARD,House,REPUBLICAN PARTY,CA,30,H0CA30105
MILLER ERICH D,House,LIBERTARIAN PARTY,CA,30,H0CA30113
BERINA COURTNEY JAMES,House,DEMOCRATIC PARTY,CA,30,H0CA30162
KAHN PAULA,House,DEMOCRATIC PARTY,CA,30,H0CA30170
HANNAFORD MARK W,House,DEMOCRATIC PARTY,CA,31,H0CA31012
DYMALLY MERVYN M,House,DEMOCRATIC PARTY,CA,31,H0CA31020
JOHNSTON ARNOLD A,House,REPUBLICAN PARTY,CA,31,H0CA31046
GRIGSBY LAWRENCE ALLEN,House,DEMOCRATIC PARTY,CA,37,H0CA31053
SOLIS HILDA,House,DEMOCRATIC PARTY,CA,32,H0CA31087
SMITH STEPHEN CARLTON,House,REPUBLICAN PARTY,CA,31,H0CA31111
GIBBONEY AGNES,House,REPUBLICAN PARTY,CA,31,H0CA31129
ADLER JOHN,House,REPUBLICAN PARTY,CA,27,H0CA32010
JAMISON EDWARD,House,DEMOCRATIC PARTY,CA,32,H0CA32028
BAKKE JERRY,House,REPUBLICAN PARTY,CA,38,H0CA32044
WILLIAMSON KATHY,House,REPUBLICAN PARTY,CA,32,H0CA32069
HENTSCHEL NOEL IRWIN,House,REPUBLICAN PARTY,CA,32,H0CA32093
CHU JUDY,House,DEMOCRATIC PARTY,CA,28,H0CA32101
CEDILLO GILBERT,House,DEMOCRATIC PARTY,CA,32,H0CA32127
HERNANDEZ TERESA,House,REPUBLICAN PARTY,CA,32,H0CA32135
PLEITZ EMANUEL,House,DEMOCRATIC PARTY,CA,32,H0CA32143
TRUAX DAVID ALLEN,House,REPUBLICAN PARTY,CA,32,H0CA32150
ALONSO FRANCISCO,House,DEMOCRATIC PARTY,CA,32,H0CA32176
CHU BETTY,House,REPUBLICAN PARTY,CA,32,H0CA32218
GONZALES EMANUEL LAWRENCE MR,House,DEMOCRATIC PARTY,CA,32,H0CA32333
KASHIFALGHITA MESHAL 'KASH',House,DEMOCRATIC PARTY,CA,32,H0CA32341
ANDERSON FRED LODEWYK,House,AMERICAN INDEPENDENT PARTY,CA,36,H0CA33018
MANICONE MIKE,House,REPUBLICAN PARTY,CA,33,H0CA33034
HAMUD GARRY MARTINO,House,DEMOCRATIC PARTY,CA,39,H0CA33042
WEBB GEORGIA HOUSTON,House,DEMOCRATIC PARTY,CA,33,H0CA33059
NEWELL FELTON,House,DEMOCRATIC PARTY,CA,33,H0CA33083
BASS KAREN,House,DEMOCRATIC PARTY,CA,37,H0CA33117
MOSTERT NICK JUAN,House,DEMOCRATIC PARTY,CA,33,H0CA33182
FRICKE BRANDON,House,NO PARTY AFFILIATION,CA,33,H0CA33208
LIEW SARAH SUN DR.,House,REPUBLICAN PARTY,CA,33,H0CA33216
LYNCH IVAN EUGENE,House,DEMOCRATIC PARTY,CA,34,H0CA34016
SIMONE I,House,DEMOCRATIC PARTY,CA,34,H0CA34032
EASTMAN JOHN CHARLES,House,REPUBLICAN PARTY,CA,34,H0CA34073
CANALES ROBERT ARTHUR,House,REPUBLICAN PARTY,CA,34,H0CA34081
MOTIWALLA FRANCES YASMEEN,House,DEMOCRATIC PARTY,CA,34,H0CA34115
PITTMAN SHANNEL MS,House,GREEN PARTY,CA,34,H0CA34123
KIM DAVID,House,DEMOCRATIC PARTY,CA,34,H0CA34131
WRIGHT JOANNE,House,REPUBLICAN PARTY,CA,34,H0CA34149
BLEWETT RUSSELL E,House,REPUBLICAN PARTY,CA,35,H0CA35013
OSOFF CECIL FRANK,House,REPUBLICAN PARTY,CA,35,H0CA35021
ANDERSON RICHARD,House,DEMOCRATIC PARTY,CA,35,H0CA35039
LIVINGSTON FRANCES M MRS,House,REPUBLICAN PARTY,CA,35,H0CA35054
NOONAN MIKE,House,PEACE AND FREEDOM,CA,41,H0CA35062
BLANKENSHIP MARK IRVIN,House,REPUBLICAN PARTY,CA,35,H0CA35070
MCGILL CARL LEE,House,DEMOCRATIC PARTY,CA,35,H0CA35096
BROWN K BRUCE,House,REPUBLICAN PARTY,CA,35,H0CA35112
CARGILE MIKE,House,REPUBLICAN PARTY,CA,35,H0CA35146
HISTEN HARRY J,House,LIBERTARIAN PARTY,CA,36,H0CA36011
MANSFIELD WILLIAM DENNIS,House,REPUBLICAN PARTY,CA,36,H0CA36029
VALLEN EDWARD BUCNTEL,House,REPUBLICAN PARTY,CA,36,H0CA36045
STARK JOHN PAUL,House,REPUBLICAN PARTY,CA,36,H0CA36052
SKROPOS GUS JAMES,House,REPUBLICAN PARTY,CA,36,H0CA36060
CASEY ALOYSIUS G,House,REPUBLICAN PARTY,CA,36,H0CA36078
HAMMOCK ROBERT L,House,REPUBLICAN PARTY,CA,42,H0CA36086
KESTERSON PETE,House,REPUBLICAN PARTY,CA,36,H0CA36128
FEIN MATTIE,House,REPUBLICAN PARTY,CA,36,H0CA36136
SHARP ANDREW JAMES,House,REPUBLICAN PARTY,CA,36,H0CA36144
RUIZ RAUL,House,REPUBLICAN PARTY,CA,36,H0CA36177
STEVANOVICH MILO MILUTIN,House,REPUBLICAN PARTY,CA,36,H0CA36185
CRUZ ERIN,House,REPUBLICAN PARTY,CA,36,H0CA36193
RUSK DONALD M,House,DEMOCRATIC PARTY,CA,40,H0CA37019
WAITE RALPH H,House,DEMOCRATIC PARTY,CA,37,H0CA37068
ODOM GARY ROBERT,House,INDEPENDENT,CA,43,H0CA37092
PONCHAK TERRANCE,House,DEMOCRATIC PARTY,CA,37,H0CA37142
PARKER STAR,House,REPUBLICAN PARTY,CA,37,H0CA37159
WEBBER ERROL MR.,House,REPUBLICAN PARTY,CA,37,H0CA37167
THOMPSON LARRY,House,NO PARTY AFFILIATION,CA,37,H0CA37175
JACOBSON ART,House,REPUBLICAN PARTY,CA,38,H0CA38017
WILEY ERNEST LAVALLE,House,REPUBLICAN PARTY,CA,38,H0CA38025
SCHIPSKE GERRIE,House,DEMOCRATIC PARTY,CA,37,H0CA38066
SIMPSON ROBERT M,House,DEMOCRATIC PARTY,CA,38,H0CA38074
GRUWELL ERIN,House,DEMOCRATIC PARTY,CA,38,H0CA38082
LAHTINEN LEONARD LEWIS,House,DEMOCRATIC PARTY,CA,39,H0CA39015
SWANN TRUMAN ALLEN,House,DEMOCRATIC PARTY,CA,39,H0CA39023
KANEL GILL G,House,DEMOCRATIC PARTY,CA,39,H0CA39064
ANDRE LARRY STEVEN,House,REPUBLICAN PARTY,CA,39,H0CA39080
CRUZ-LARA IGNACIO ISRAEL,House,REPUBLICAN PARTY,CA,19,H0CA39114
DOW MICHAEL F,House,DEMOCRATIC PARTY,CA,40,H0CA40013
MAHAFFEY DANIEL,House,LIBERTARIAN PARTY,CA,40,H0CA40054
GRATZ EUGENE C,House,DEMOCRATIC PARTY,CA,40,H0CA40070
FELIX ANTHONY DR. JR.,House,DEMOCRATIC PARTY,CA,40,H0CA40120
DELGADO ANTONIO,House,REPUBLICAN PARTY,CA,40,H0CA40138
BATES JIM,House,DEMOCRATIC PARTY,CA,50,H0CA41011
WILSON BOB,House,DEMOCRATIC PARTY,CA,41,H0CA41029
MCKINNON DAN,House,REPUBLICAN PARTY,CA,41,H0CA41045
LOWERY WILLIAM D,House,REPUBLICAN PARTY,CA,51,H0CA41078
FAVILA RODOLFO GOMEZ,House,DEMOCRATIC PARTY,CA,41,H0CA41110
HUNTER DUNCAN L.,House,REPUBLICAN PARTY,CA,42,H0CA42027
CAVUOTO JAMES C,House,DEMOCRATIC PARTY,CA,36,H0CA42043
STEVENS BRYAN W,House,DEMOCRATIC PARTY,CA,36,H0CA42050
MORRELL MICHAEL LAWRENCE,House,REPUBLICAN PARTY,CA,42,H0CA42076
CORRY JOHN,House,REPUBLICAN PARTY,CA,42,H0CA42084
BROWN MARTA MACIAS,House,DEMOCRATIC PARTY,CA,42,H0CA42092
BALLARD JOHN SCOTT,House,LIBERTARIAN PARTY,CA,42,H0CA42100
ESHLEMAN DAVID R,House,DEMOCRATIC PARTY,CA,42,H0CA42118
SIMON RICK,House,REFORM PARTY,CA,42,H0CA42142
MCGROARTY LEE,House,REPUBLICAN PARTY,CA,42,H0CA42167
LIBERATORE PHILIP LAURENCE,House,REPUBLICAN PARTY,CA,8,H0CA42175
SU DAVID SEOKBEOM,House,REPUBLICAN PARTY,CA,42,H0CA42183
O'MARA WILLIAM EDWARD DR IV,House,DEMOCRATIC PARTY,CA,42,H0CA42217
MARSTON REGINA L MRS,House,DEMOCRATIC PARTY,CA,42,H0CA42233
METZGER THOMAS,House,DEMOCRATIC PARTY,CA,43,H0CA43025
COLLEN MARTIN,House,REPUBLICAN PARTY,CA,44,H0CA43066
JAFRI KHALID,House,REPUBLICAN PARTY,CA,9,H0CA43074
COLLINS JOE E III,House,REPUBLICAN PARTY,CA,36,H0CA43108
LANTRY JAMES J,House,REPUBLICAN PARTY,CA,44,H0CA44015
GHOUGASSIAN JOSEPH A,House,REPUBLICAN PARTY,CA,44,H0CA44023
GEORGIOU BYRON STEPHEN,House,DEMOCRATIC PARTY,CA,49,H0CA44031
EPIFANO ERIC,House,REPUBLICAN PARTY,CA,52,H0CA44049
WALLNER JOHN,House,LIBERTARIAN PARTY,CA,49,H0CA44064
GORDON JON,House,DEMOCRATIC PARTY,CA,44,H0CA44080
WOFFORD DOUGLAS LLOYD,House,DEMOCRATIC PARTY,CA,44,H0CA44098
ODEN RONALD,House,DEMOCRATIC PARTY,CA,44,H0CA44106
SMITH GENE,House,REFORM PARTY,CA,44,H0CA44114
BARKER JOHN CHARLES,House,REPUBLICAN PARTY,CA,45,H0CA44122
RIGGS CHRISTOPHER SCOTT,House,REPUBLICAN PARTY,CA,44,H0CA44130
MCDONALD TRANI ANNETTE,House,DEMOCRATIC PARTY,CA,44,H0CA44148
EARLEY BILLY,House,REPUBLICAN PARTY,CA,44,H0CA44189
CRISELL TED,House,DEMOCRATIC PARTY,CA,45,H0CA45038
POUGNET STEPHEN P,House,DEMOCRATIC PARTY,CA,45,H0CA45053
THIBODEAU CLAYTON ,House,REPUBLICAN PARTY,CA,42,H0CA45061
SEDGWICK DONALD M,House,REPUBLICAN PARTY,CA,45,H0CA45087
HUANG PEGGY,House,REPUBLICAN PARTY,CA,45,H0CA45095
GENNAWEY RAY,House,REPUBLICAN PARTY,CA,45,H0CA45103
WOOLWORTH BRENTON,House,REPUBLICAN PARTY,CA,45,H0CA45111
SPARKS LISA,House,REPUBLICAN PARTY,CA,45,H0CA45129
PAI ADITYA,House,DEMOCRATIC PARTY,CA,45,H0CA45145
GONZALES CHRISTOPHER,House,REPUBLICAN PARTY,CA,46,H0CA45160
TUCHMAN GLORIA MATTA,House,REPUBLICAN PARTY,CA,46,H0CA46010
LURIE BARAK,House,REPUBLICAN PARTY,CA,46,H0CA46051
ARNOLD KENNETH,House,DEMOCRATIC PARTY,CA,46,H0CA46069
WATERS JAMES STEVENS,House,REPUBLICAN PARTY,CA,46,H0CA46077
MENDIOLEA PABLO,House,DEMOCRATIC PARTY,CA,46,H0CA46085
LEWIS JOHN R,House,REPUBLICAN PARTY,CA,47,H0CA47018
MAFI MAZIAR,House,DEMOCRATIC PARTY,CA,47,H0CA47026
GRAHAM JOHN L,House,DEMOCRATIC PARTY,CA,48,H0CA47034
NOLAN DAVID F,House,LIBERTARIAN PARTY,CA,47,H0CA47059
TRAN VAN,House,REPUBLICAN PARTY,CA,47,H0CA47067
PHAM QUANG X,House,REPUBLICAN PARTY,CA,47,H0CA47075
IGLESIAS CECILIA PATRICIA,House,INDEPENDENT,CA,47,H0CA47083
SCHANK GARY 'JET',House,INDEPENDENT,CA,47,H0CA47091
NGUYEN TAN D,House,REPUBLICAN PARTY,CA,47,H0CA47109
MOUA SOU,House,REPUBLICAN PARTY,CA,47,H0CA47133
WEST AMY PHAN,House,REPUBLICAN PARTY,CA,47,H0CA47141
ROSHAN SHAWN,House,DEMOCRATIC PARTY,CA,47,H0CA47158
MATHEWS PETER,House,DEMOCRATIC PARTY,CA,42,H0CA47166
KOUVELIS PETER,House,DEMOCRATIC PARTY,CA,48,H0CA48016
ISSA DARRELL,House,REPUBLICAN PARTY,CA,48,H0CA48024
MORROW BILL,House,REPUBLICAN PARTY,CA,50,H0CA48032
DORNAN MARK DOUGLAS,House,REPUBLICAN PARTY,CA,48,H0CA48040
SNYDER JOSEPH D,House,REPUBLICAN PARTY,CA,48,H0CA48057
UDALL DON ALLEN,House,REPUBLICAN PARTY,CA,48,H0CA48065
MAHAN KEVIN M,House,REPUBLICAN PARTY,CA,48,H0CA48107
KROM BETH,House,DEMOCRATIC PARTY,CA,48,H0CA48131
BRADLEY JAMES P.,House,REPUBLICAN PARTY,CA,33,H0CA48156
BURLEY BRIAN J MR.,House,REPUBLICAN PARTY,CA,47,H0CA48172
STEEL MICHELLE,House,REPUBLICAN PARTY,CA,45,H0CA48198
ENGELS CHRISTOPHER MICHAEL,House,REPUBLICAN PARTY,CA,48,H0CA48206
BARKACS CRAIG BRIAN,House,DEMOCRATIC PARTY,CA,52,H0CA49022
SANDERS WADE ROWLAND,House,DEMOCRATIC PARTY,CA,49,H0CA49030
DAVIS SUSAN A.,House,DEMOCRATIC PARTY,CA,53,H0CA49055
KATZ HOWARD LOUIS,House,DEMOCRATIC PARTY,CA,49,H0CA49089
WILLIAMS GRACE I DR,House,DEMOCRATIC PARTY,CA,41,H0CA49113
FORTIN MARA,House,REPUBLICAN PARTY,CA,49,H0CA49139
GOOD JAMES ALLEN,House,REPUBLICAN PARTY,CA,50,H0CA50020
EMBLEM TRACY,House,DEMOCRATIC PARTY,CA,50,H0CA50061
ROBERTS DAVID W,House,DEMOCRATIC PARTY,CA,50,H0CA50079
BALKIN ALEX,House,DEMOCRATIC PARTY,CA,50,H0CA50103
WILSKE LARRY A MR.,House,REPUBLICAN PARTY,CA,50,H0CA50111
ABED SAM,House,REPUBLICAN PARTY,CA,50,H0CA50129
EDICK DAVID DANIEL JR,House,NONE,CA,50,H0CA50137
DEMAIO CARL,House,REPUBLICAN PARTY,CA,50,H0CA50145
"WILKINS NATHAN ""NATE""",House,REPUBLICAN PARTY,CA,50,H0CA50202
BARRAZA JORGE LUIS,House,DEMOCRATIC PARTY,CA,51,H0CA51010
MCLEROY WILLIAM DAVID,House,REPUBLICAN PARTY,CA,51,H0CA51028
POPADITCH NICHOLAS ALLEN,House,REPUBLICAN PARTY,CA,53,H0CA51036
RODRIGUEZ SAUL ALEJANDRO,House,REPUBLICAN PARTY,CA,51,H0CA51051
LUTZ RAYMOND CLARK,House,DEMOCRATIC PARTY,CA,52,H0CA52042
RAMOS FAMELA SALDANA,House,REPUBLICAN PARTY,CA,53,H0CA52059
CASADY NANCY LEE,House,DEMOCRATIC PARTY,CA,52,H0CA52067
CUNNINGHAM RYAN BARRETT,House,NO PARTY AFFILIATION,CA,52,H0CA52075
DEBELLO JAMES,House,REPUBLICAN PARTY,CA,52,H0CA52083
RYANS JERLILIA MS.,House,DEMOCRATIC PARTY,CA,50,H0CA52091
FRIEDMAN MATT,House,REPUBLICAN PARTY,CA,53,H0CA53016
WEAVER CLARENCE MASON,House,REPUBLICAN PARTY,CA,53,H0CA53032
RAMON CABALLERO JOSE IIII,House,DEMOCRATIC PARTY,CA,53,H0CA53073
VAZQUEZ JOAQUIN,House,DEMOCRATIC PARTY,CA,53,H0CA53081
FIELDS ZACK,House,DEMOCRATIC PARTY,CA,53,H0CA53099
GOMEZ GEORGETTE,House,DEMOCRATIC PARTY,CA,53,H0CA53107
GOLDBECK JANESSA,House,DEMOCRATIC PARTY,CA,53,H0CA53123
CALDERON MARISA,House,DEMOCRATIC PARTY,CA,50,H0CA53131
FOX DEVORAH ANN DR. PSY.D,House,DEMOCRATIC PARTY,CA,53,H0CA53156
MEZA ANNETTE,House,DEMOCRATIC PARTY,CA,53,H0CA53164
BROOKS II JOHN L,House,DEMOCRATIC PARTY,CA,53,H0CA53172
KUTNER ERIC ROGER,House,DEMOCRATIC PARTY,CA,53,H0CA53180
ORISTIAN MICHAEL PATRICK,House,REPUBLICAN PARTY,CA,53,H0CA53214
FOUNTAIN JOSEPH DR.,House,DEMOCRATIC PARTY,CA,53,H0CA53222
WONG TOM K,House,DEMOCRATIC PARTY,CA,53,H0CA53230
SANTORI SUZETTE,House,DEMOCRATIC PARTY,CA,53,H0CA53248
BROWN DIGGS,House,REPUBLICAN PARTY,CO,4,H0CO00013
SUDMEYER HAROLD,House,SOCIALIST WORKERS PARTY,CO,1,H0CO01029
ROEMER GLORIA GONZALES,House,REPUBLICAN PARTY,CO,1,H0CO01037
THOMAS JESSE L,House,REPUBLICAN PARTY,CO,1,H0CO01045
FALLON MICHAEL PETER,House,REPUBLICAN PARTY,CO,1,H0CO01078
BARTON STEVEN DR,House,REPUBLICAN PARTY,CO,1,H0CO01102
JONES CLINTON DOUGLAS,House,LIBERTARIAN PARTY,CO,1,H0CO01110
DURAN CRISANTA DESIRAE,House,DEMOCRATIC PARTY,CO,1,H0CO01136
MCELDERRY JOHN R,House,REPUBLICAN PARTY,CO,6,H0CO02019
LOYE BENJAMIN R,House,REPUBLICAN PARTY,CO,2,H0CO02027
MORTON JAMES D JR,House,REPUBLICAN PARTY,CO,2,H0CO02035
MCFARLAND ROBERT BRUCE,House,CITIZENS' PARTY,CO,2,H0CO02043
